KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,HOME_VAL,EDUCATION,JOB,TRAVTIME,BLUEBOOK,TIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,MVR_PTS,CAR_AGE,Yes,z_No,z_Highly Rural/ Rural,Commercial,Private,Highly Urban/ Urban,No,No_right,TARGET_AMT,Yes_right,Yes_sec,TARGET_FLA
0,43.0,0,11.0,30183.0,87809.0,2,2,17,8820.0,6,5,0.0,0,0,8.183399602385686,1,0,0,0,1,False,False,False,False,False,False,0
0,58.0,2,17.0,51318.0,201105.0,1,5,16,13080.0,4,0,0.0,0,0,5.0,1,0,0,0,1,False,False,False,False,False,False,0
1,45.0,3,18.0,7696.0,0.0,0,6,43,9790.0,1,2,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,54.0,0,14.0,114422.0,153217.67142857143,2,3,33,23350.0,1,5,4091.0,1,0,16.0,1,0,0,0,1,False,False,False,False,False,False,0
0,30.0,4,12.0,58248.0,0.0,3,7,25,14380.0,1,0,0.0,0,2,8.183399602385686,0,1,0,0,1,False,False,False,False,False,False,0
0,49.0,0,7.0,86847.0,228889.0,2,5,33,23210.0,1,1,0.0,0,0,6.0,0,1,1,1,0,False,False,False,False,False,False,0
0,37.0,1,11.0,22401.0,0.0,0,8,33,7440.0,4,3,30099.0,3,6,4.0,0,1,0,0,1,False,False,False,False,False,False,0
0,47.0,0,12.0,120030.0,321152.0,2,5,6,6200.0,4,5,6949.0,1,3,16.0,0,1,0,0,1,False,False,False,False,False,False,0
0,57.0,0,15.0,98323.0,334600.0,1,4,21,11330.0,7,5,0.0,0,0,11.0,1,0,0,0,1,False,False,False,False,False,False,0
0,56.0,2,13.0,60286.0,213596.0,1,8,43,13130.0,6,5,0.0,0,0,11.0,1,0,1,1,0,False,False,False,False,False,False,0
0,39.0,2,0.0,0.0,105472.0,0,2,10,5400.0,1,3,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,45.0,0,4.0,83111.0,237263.0,1,4,31,18610.0,7,4,0.0,0,2,7.0,0,1,0,1,0,False,False,False,False,False,False,0
0,40.0,0,0.0,0.0,0.0,4,6,53,22180.0,3,3,0.0,0,0,1.0,0,1,1,1,0,False,False,False,False,False,False,0
0,33.0,2,13.0,35263.0,169916.0,0,8,41,10620.0,13,0,0.0,0,3,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,42.0,0,10.379091353199804,92395.0,277497.0,1,8,20,10470.0,1,2,27667.0,1,4,11.0,1,0,0,1,0,False,False,False,False,False,False,0
0,48.0,0,10.0,34606.0,163682.0,0,8,59,3920.0,1,0,0.0,0,1,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,32.0,2,9.0,27462.0,0.0,4,0,30,11630.0,6,5,0.0,0,0,1.0,0,1,1,0,1,False,False,False,False,False,False,0
0,45.0,1,11.0,3006.0,0.0,4,2,39,30050.0,6,4,0.0,0,2,1.0,0,1,1,1,0,False,False,False,False,False,False,0
0,49.0,0,15.0,22978.0,144545.0,0,0,5,20010.0,1,4,0.0,0,0,9.0,1,0,0,0,1,False,False,False,False,False,False,0
3,45.0,3,14.0,3532.0,71734.0,4,2,35,6350.0,1,5,11564.0,2,2,6.0,1,0,0,0,1,False,False,False,False,False,False,0
0,34.0,3,13.0,20299.0,66016.0,4,2,45,18140.0,6,5,0.0,0,3,1.0,1,0,1,0,1,False,False,False,False,False,False,0
0,39.0,0,10.379091353199804,94059.0,286323.0,1,5,33,42320.0,1,1,0.0,0,0,6.0,1,0,0,1,0,False,False,False,False,False,False,0
0,45.0,0,0.0,0.0,77453.0,2,2,24,30130.0,4,0,0.0,0,0,15.0,0,1,0,0,1,False,False,False,False,False,False,1
1,45.0,1,14.0,26156.0,179165.0,1,5,48,14460.0,1,5,28959.0,1,0,10.0,1,0,0,0,1,False,False,False,False,False,False,0
0,56.0,2,16.0,66868.0,204146.0,4,8,17,21050.0,10,2,0.0,0,0,6.0,1,0,0,0,1,False,False,False,False,False,False,0
0,55.0,0,16.0,42815.0,205232.0,2,3,47,14690.0,1,0,8762.0,1,0,8.0,1,0,0,0,1,False,False,False,False,False,False,0
1,41.0,2,14.0,86860.0,0.0,1,8,33,16020.0,3,0,0.0,0,4,1.0,0,1,0,1,0,False,False,False,False,False,False,0
0,56.0,0,15.0,82370.0,274135.0,2,4,15,15340.0,6,5,0.0,0,0,15.0,1,0,0,0,1,False,False,False,False,False,False,0
0,33.0,1,12.0,66803.0,193201.0,2,3,32,14390.0,6,0,0.0,0,0,17.0,1,0,0,0,1,False,False,False,False,False,False,0
0,33.0,0,9.0,74138.0,263173.0,4,8,5,13640.0,13,0,0.0,0,0,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,49.0,0,13.0,59743.0,239955.0,1,8,11,12370.0,1,0,51188.0,2,4,10.0,1,0,0,1,0,False,False,False,False,False,False,0
0,35.0,2,12.0,3028.0,153217.67142857143,1,6,40,5300.0,1,2,32063.0,2,4,10.0,0,1,0,0,1,False,False,False,False,False,False,0
0,34.0,5,10.379091353199804,17698.0,137278.0,0,2,35,6670.0,1,3,0.0,0,0,1.0,1,0,1,0,1,False,False,False,False,False,False,0
0,53.0,0,14.0,107394.0,318906.0,4,8,20,17540.0,1,5,0.0,0,1,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,39.0,2,10.379091353199804,111072.0,297741.0,1,4,33,9560.0,4,5,0.0,0,4,10.0,1,0,0,0,1,False,False,False,False,False,False,0
2,45.0,2,13.0,109361.0,306852.0,1,4,9,1500.0,1,5,0.0,0,0,16.0,1,0,0,0,1,False,False,False,False,False,False,0
0,52.0,0,8.0,96707.0,270614.0,4,8,32,29370.0,13,1,0.0,0,0,1.0,1,0,1,1,0,False,False,False,False,False,False,0
0,39.0,0,11.0,60324.26537698413,64192.0,4,2,52,6620.0,5,3,3884.0,2,1,1.0,0,1,1,0,1,False,False,False,False,False,False,0
0,61.0,2,18.0,34446.0,168224.0,2,3,35,11040.0,4,5,1465.0,2,0,9.0,1,0,0,0,1,False,False,False,False,False,False,0
0,53.0,0,10.0,30699.0,0.0,1,0,42,22730.0,4,1,19644.0,2,5,13.0,0,1,0,1,0,False,False,False,False,False,False,0
0,43.0,0,12.0,46671.0,183055.0,0,8,63,9400.0,13,2,0.0,0,3,5.0,0,1,0,0,1,False,False,False,False,False,False,0
0,52.0,0,9.0,46188.0,163879.0,2,4,26,18910.0,6,0,0.0,0,0,12.0,0,1,0,0,1,False,False,False,False,False,False,0
0,43.0,0,11.0,60324.26537698413,178766.0,4,5,51,6530.0,1,3,8487.0,2,3,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,33.0,3,9.0,58195.0,173288.0,4,5,37,8090.0,1,3,504.0,1,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,40.0,1,11.0,40252.0,201112.0,4,8,41,7240.0,13,2,0.0,0,0,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,54.0,0,14.0,59291.0,0.0,0,8,5,12830.0,1,0,6815.0,1,6,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,48.0,0,10.0,60324.26537698413,155212.0,2,7,18,30500.0,1,1,0.0,0,2,18.0,1,0,0,1,0,False,False,False,False,False,False,0
0,47.0,0,14.0,106484.0,328359.0,2,4,49,28380.0,4,1,0.0,0,0,19.0,1,0,0,1,0,False,False,False,False,False,False,0
0,56.0,0,13.0,69790.0,198028.0,4,8,44,15960.0,17,0,7825.0,3,6,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,43.0,2,16.0,98666.0,319269.0,2,3,37,3800.0,6,5,35062.0,2,0,16.0,1,0,0,0,1,False,False,False,False,False,False,0
0,48.0,0,13.0,54108.0,183134.0,4,5,23,10060.0,1,2,3149.0,2,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
2,45.0,2,0.0,0.0,100508.0,1,2,60,6000.0,10,5,0.0,0,4,11.0,1,0,1,0,1,False,False,False,False,False,False,0
0,57.0,0,14.0,177908.0,467833.0,3,4,41,25380.0,1,1,35371.0,3,0,13.0,1,0,0,1,0,False,False,False,False,False,False,0
0,53.0,0,13.0,70195.0,0.0,1,5,34,17750.0,1,0,0.0,0,2,9.0,0,1,1,0,1,False,False,False,False,False,False,0
0,40.0,0,0.0,0.0,0.0,4,6,40,5500.0,17,5,0.0,0,5,13.0,0,1,0,1,0,False,False,False,False,False,False,0
0,39.0,0,9.0,42141.0,181281.0,4,8,5,20080.0,4,2,0.0,0,2,4.0,0,1,0,1,0,False,False,False,False,False,False,0
0,36.0,1,12.0,25081.0,119233.0,0,0,66,7610.0,1,2,7054.0,1,0,8.183399602385686,1,0,1,0,1,False,False,False,False,False,False,0
0,42.0,0,4.0,17574.0,83322.0,2,5,44,5700.0,6,2,0.0,0,0,16.0,1,0,0,0,1,False,False,False,False,False,False,0
0,28.0,2,8.0,66783.0,227215.0,1,8,5,10980.0,10,5,8079.0,2,3,10.0,1,0,0,1,0,False,False,False,False,False,False,0
0,36.0,2,11.0,13509.0,0.0,4,0,39,2850.0,13,3,1468.0,1,5,1.0,0,1,1,0,1,False,False,False,False,False,False,0
0,33.0,0,5.0,12067.0,153217.67142857143,0,0,19,16930.0,10,2,0.0,0,0,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,48.0,0,11.0,73806.0,216274.0,4,8,16,8850.0,3,5,0.0,0,0,1.0,0,1,0,1,0,False,False,False,False,False,False,0
0,69.0,1,14.0,5622.0,181254.0,4,2,26,9350.0,13,3,0.0,0,0,1.0,1,0,1,0,1,False,False,False,False,False,False,0
0,33.0,1,10.379091353199804,86321.0,227138.0,2,7,17,13430.0,1,0,0.0,0,4,24.0,0,1,0,0,1,False,False,False,False,False,False,0
0,61.0,0,0.0,0.0,0.0,4,6,29,20480.0,6,5,0.0,0,0,9.0,0,1,1,0,1,False,False,False,False,False,False,0
0,49.0,0,7.0,32763.0,191657.0,1,8,25,8010.0,17,5,21383.0,2,7,11.0,1,0,0,1,0,False,False,False,False,False,False,0
0,42.0,0,11.0,50613.0,0.0,4,0,45,18170.0,4,0,6784.0,2,4,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,55.0,0,15.0,34745.0,153217.67142857143,4,8,15,10470.0,18,2,2752.0,1,4,8.183399602385686,1,0,0,0,1,False,False,False,False,False,False,0
0,41.0,0,11.0,39066.0,171066.0,4,0,14,14320.0,1,0,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,47.0,0,9.0,18896.0,106991.0,1,8,14,12040.0,6,0,0.0,0,2,8.0,0,1,0,1,0,False,False,False,False,False,False,0
1,43.0,2,15.0,28948.0,189468.0,1,4,43,13260.0,5,5,32281.0,1,0,9.0,1,0,0,0,1,False,False,False,False,False,False,0
0,44.0,0,10.0,60324.26537698413,238871.0,1,8,29,15810.0,1,5,0.0,0,0,14.0,0,1,0,1,0,False,False,False,False,False,False,0
0,25.0,1,9.0,60324.26537698413,0.0,4,0,12,7530.0,3,5,4885.0,3,3,7.0,0,1,0,0,1,False,False,False,False,False,False,0
0,45.0,1,10.379091353199804,29836.0,130714.0,0,0,28,10240.0,4,2,0.0,0,1,6.0,0,1,0,1,0,False,False,False,False,False,False,0
0,42.0,0,12.0,103050.0,270986.0,2,5,26,11860.0,4,2,0.0,0,0,16.0,1,0,0,1,0,False,False,False,False,False,False,0
0,53.0,0,11.0,178768.0,469094.0,3,7,23,24680.0,6,1,0.0,0,1,12.0,0,1,0,1,0,False,False,False,False,False,False,0
0,36.0,0,8.0,51358.0,178375.0,1,5,25,1500.0,7,5,0.0,0,0,6.0,1,0,0,0,1,False,False,False,False,False,False,0
0,47.0,0,11.0,190579.0,471490.0,3,1,39,13040.0,6,5,0.0,0,0,16.0,0,1,0,0,1,False,False,False,False,False,False,0
0,52.0,0,0.0,0.0,0.0,4,6,62,19240.0,17,0,6902.0,2,3,9.0,1,0,0,1,0,False,False,False,False,False,False,0
0,48.0,0,14.0,58132.0,0.0,4,4,32,6860.0,6,5,7926.0,3,3,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,61.0,0,11.0,53354.0,0.0,0,8,41,1500.0,7,3,0.0,0,0,8.183399602385686,0,1,0,0,1,False,False,False,False,False,False,0
0,54.0,0,14.0,67290.0,269448.0,1,4,24,8230.0,6,3,0.0,0,2,10.0,1,0,0,0,1,False,False,False,False,False,False,0
0,42.0,0,10.0,90937.0,287892.0,1,4,11,1500.0,4,0,943.0,2,0,13.0,1,0,0,0,1,False,False,False,False,False,False,0
0,36.0,4,0.0,0.0,0.0,4,6,35,15130.0,10,5,0.0,0,0,1.0,1,0,1,1,0,False,False,False,False,False,False,0
0,46.0,0,12.0,5070.0,0.0,4,6,8,1790.0,1,0,0.0,0,0,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,37.0,0,9.0,45464.0,0.0,2,3,35,11920.0,14,5,3964.0,1,4,15.0,0,1,0,0,1,False,False,False,False,False,False,0
0,45.0,0,12.0,11261.0,151509.0,2,4,26,13700.0,4,0,0.0,0,0,18.0,1,0,0,0,1,False,False,False,False,False,False,0
0,25.0,0,8.0,66923.0,231852.0,1,5,18,15010.0,10,0,5960.0,1,5,8.183399602385686,0,1,0,0,1,False,False,False,False,False,False,0
0,41.0,0,11.0,67338.0,205470.0,1,8,6,19840.0,10,5,0.0,0,0,14.0,1,0,1,1,0,False,False,False,False,False,False,0
0,44.0,0,7.0,16976.0,165890.0,4,2,53,9680.0,1,5,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,46.0,0,11.0,95550.0,0.0,2,5,21,16590.0,7,4,2169.0,1,0,18.0,0,1,0,1,0,False,False,False,False,False,False,0
0,47.0,0,10.379091353199804,3663.0,122332.0,4,6,57,9310.0,1,3,1348.0,2,4,7.0,1,0,0,1,0,False,False,False,False,False,False,0
0,37.0,0,7.0,34038.0,161587.0,2,3,61,15450.0,9,0,3721.0,3,2,14.0,0,1,0,0,1,False,False,False,False,False,False,0
0,48.0,0,10.0,44770.0,162374.0,2,3,66,5980.0,1,2,0.0,0,4,14.0,0,1,0,0,1,False,False,False,False,False,False,0
0,44.0,0,12.0,33833.0,172826.0,0,8,26,22330.0,11,0,0.0,0,1,1.0,1,0,1,0,1,False,False,False,False,False,False,0
0,37.0,0,8.0,95502.0,0.0,1,5,37,26290.0,1,3,7460.0,1,0,11.0,0,1,0,0,1,False,False,False,False,False,False,0
0,42.0,2,13.0,38092.0,150907.0,4,0,15,15320.0,7,3,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,53.0,0,13.0,74334.0,254789.0,3,4,24,6800.0,10,5,5854.0,1,1,16.0,1,0,0,0,1,False,False,False,False,False,False,0
0,36.0,0,12.0,77526.0,262675.0,1,5,31,12850.0,7,0,8271.0,3,5,11.0,1,0,0,0,1,False,False,False,False,False,False,0
0,43.0,1,11.0,72421.0,217974.0,1,4,35,13760.0,3,5,1018.0,1,1,18.0,1,0,0,0,1,False,False,False,False,False,False,0
0,48.0,0,11.0,101806.0,296076.0,2,7,36,20860.0,7,2,26433.0,3,0,23.0,0,1,0,1,0,False,False,False,False,False,False,0
0,49.0,0,7.0,67258.0,222040.0,2,3,28,21760.0,6,4,0.0,0,1,10.0,0,1,0,0,1,False,False,False,False,False,False,0
3,44.0,4,18.0,59352.0,192373.0,4,4,17,15470.0,1,0,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,47.0,0,6.0,32267.0,0.0,0,8,63,18210.0,1,3,0.0,0,6,8.183399602385686,0,1,0,0,1,False,False,False,False,False,False,0
0,57.0,0,14.0,89448.0,255481.0,3,4,20,18020.0,1,5,0.0,0,0,14.0,1,0,0,0,1,False,False,False,False,False,False,0
2,37.0,2,10.0,47473.0,190556.0,4,8,37,9950.0,4,2,2981.0,2,3,8.0,1,0,0,1,0,False,False,False,False,False,False,0
0,51.0,0,13.0,32159.0,195096.0,0,8,46,9820.0,4,5,0.0,0,0,6.0,0,1,1,0,1,False,False,False,False,False,False,0
1,43.0,2,5.0,2599.0,0.0,1,6,38,1760.0,3,0,0.0,0,0,5.0,0,1,1,0,1,False,False,False,False,False,False,0
0,27.0,2,10.379091353199804,11882.0,0.0,4,6,39,32510.0,1,2,10780.0,2,1,8.0,1,0,0,0,1,False,False,False,False,False,False,0
0,53.0,0,11.0,115204.0,153217.67142857143,2,7,48,18320.0,6,4,0.0,0,0,15.0,1,0,0,1,0,False,False,False,False,False,False,0
0,54.0,0,12.0,71316.0,266967.0,2,4,13,32660.0,7,1,0.0,0,0,17.0,1,0,0,1,0,False,False,False,False,False,False,0
0,54.0,0,15.0,74208.0,277531.0,1,4,13,22330.0,7,4,0.0,0,2,10.0,1,0,0,1,0,False,False,False,False,False,False,0
0,40.0,2,8.0,76036.0,209793.0,1,8,32,14430.0,10,0,0.0,0,0,9.0,1,0,0,1,0,False,False,False,False,False,False,0
0,58.0,0,11.0,101448.0,329765.0,1,5,32,17440.0,1,4,0.0,0,0,12.0,1,0,0,0,1,False,False,False,False,False,False,0
0,41.0,0,11.0,39066.0,153217.67142857143,4,0,25,7920.0,7,3,0.0,0,3,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,37.0,4,5.0,79846.0,0.0,0,8,35,20460.0,6,5,0.0,0,0,1.0,0,1,1,1,0,False,False,False,False,False,False,0
0,45.0,0,10.0,93996.0,316275.0,2,5,47,11640.0,1,5,3731.0,1,5,13.0,1,0,0,0,1,False,False,False,False,False,False,0
0,45.0,0,10.0,49675.0,181340.0,3,5,36,1500.0,1,0,0.0,0,0,12.0,0,1,0,0,1,False,False,False,False,False,False,0
0,50.0,0,11.0,53567.0,225043.0,0,8,15,27630.0,1,1,0.0,0,2,8.0,1,0,0,1,0,False,False,False,False,False,False,0
2,37.0,2,7.0,125309.0,153217.67142857143,1,5,21,19900.0,11,0,0.0,0,0,8.0,1,0,1,0,1,False,False,False,False,False,False,0
0,43.0,3,14.0,132449.0,354193.0,2,4,17,27530.0,10,0,0.0,0,2,14.0,1,0,0,0,1,False,False,False,False,False,False,0
0,44.0,2,13.0,44200.0,160351.0,4,0,35,10910.0,4,5,0.0,0,2,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,46.0,0,5.0,133912.0,0.0,2,3,19,14890.0,13,0,0.0,0,0,14.0,0,1,0,0,1,False,False,False,False,False,False,0
0,45.0,0,15.0,128801.0,0.0,2,3,27,25900.0,3,0,5994.0,2,6,17.0,0,1,0,0,1,False,False,False,False,False,False,0
0,50.0,0,9.0,139452.0,364308.0,3,1,43,11900.0,8,2,0.0,0,1,8.183399602385686,1,0,0,0,1,False,False,False,False,False,False,0
2,58.0,3,15.0,41781.0,195766.0,4,0,43,8260.0,4,0,0.0,0,0,1.0,1,0,1,0,1,False,False,False,False,False,False,0
0,45.0,0,10.0,48344.0,0.0,2,7,59,13020.0,9,0,7102.0,3,4,8.183399602385686,0,1,0,0,1,False,False,False,False,False,False,0
0,46.0,0,12.0,16468.0,100941.0,2,2,44,7750.0,10,5,0.0,0,0,11.0,1,0,1,0,1,False,False,False,False,False,False,0
0,42.0,0,12.0,64019.0,249488.0,3,1,38,14590.0,4,3,7465.0,1,0,13.0,1,0,0,0,1,False,False,False,False,False,False,0
0,49.0,0,16.0,25371.0,143256.0,4,8,20,4690.0,4,2,0.0,0,3,11.0,1,0,0,0,1,False,False,False,False,False,False,0
0,30.0,0,7.0,54275.0,121341.0,4,5,17,7220.0,1,3,0.0,0,5,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,54.0,0,12.0,40818.0,0.0,2,3,34,15890.0,13,5,0.0,0,0,15.0,0,1,0,0,1,False,False,False,False,False,False,0
0,40.0,0,13.0,58231.0,209820.0,1,4,23,5400.0,1,0,2983.0,1,3,13.0,1,0,0,0,1,False,False,False,False,False,False,0
0,43.0,3,14.0,22485.0,0.0,0,8,14,8050.0,13,5,0.0,0,0,1.0,0,1,1,0,1,False,False,False,False,False,False,0
0,53.0,0,10.0,123954.0,0.0,2,7,18,17850.0,10,4,1644.0,3,3,10.0,0,1,0,1,0,False,False,False,False,False,False,0
0,59.0,0,10.379091353199804,2238.0,96941.0,4,2,32,7620.0,1,5,2490.0,2,2,8.0,1,0,0,0,1,False,False,False,False,False,False,0
0,41.0,2,10.379091353199804,0.0,153217.67142857143,4,6,19,14540.0,1,3,3641.0,1,0,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,47.0,0,10.0,82503.0,0.0,1,5,38,21800.0,13,3,6633.0,4,0,15.0,0,1,0,0,1,False,False,False,False,False,False,0
0,29.0,2,0.0,60324.26537698413,52142.0,4,2,37,5830.0,4,5,0.0,0,1,8.0,1,0,1,0,1,False,False,False,False,False,False,0
0,46.0,0,12.0,111318.0,330183.0,3,1,43,35730.0,1,0,2935.0,1,0,14.0,1,0,0,0,1,False,False,False,False,False,False,0
0,57.0,0,14.0,11977.0,130295.0,4,6,39,16360.0,9,2,0.0,0,2,9.0,1,0,0,1,0,False,False,False,False,False,False,0
0,45.0,2,14.0,20757.0,142511.0,4,8,52,3580.0,10,5,0.0,0,0,10.0,0,1,1,1,0,False,False,False,False,False,False,0
0,52.0,0,0.0,0.0,0.0,0,6,29,6700.0,6,0,0.0,0,1,5.0,1,0,1,0,1,False,False,False,False,False,False,0
0,29.0,1,0.0,0.0,0.0,4,6,32,4400.0,6,0,3359.0,3,8,7.0,0,1,0,0,1,False,False,False,False,False,False,0
0,51.0,0,13.0,50446.0,190849.0,1,8,50,26130.0,10,2,1412.0,3,3,1.0,1,0,0,1,0,False,False,False,False,False,False,0
1,47.0,0,7.0,33767.0,153272.0,4,0,43,28140.0,6,2,0.0,0,0,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,40.0,0,13.0,60324.26537698413,199444.0,4,2,5,14340.0,4,5,0.0,0,0,7.0,1,0,0,0,1,False,False,False,False,False,False,0
0,48.0,0,8.0,60324.26537698413,158460.0,4,0,68,21270.0,1,4,0.0,0,0,10.0,1,0,1,1,0,False,False,False,False,False,False,0
0,54.0,0,14.0,100816.0,281563.0,2,3,33,21680.0,6,0,0.0,0,1,20.0,1,0,0,0,1,False,False,False,False,False,False,0
0,56.0,0,9.0,19712.0,0.0,1,4,28,10730.0,6,2,0.0,0,3,8.183399602385686,0,1,0,0,1,False,False,False,False,False,False,0
0,33.0,0,10.0,44315.0,193380.0,4,4,15,5930.0,1,3,0.0,0,2,11.0,0,1,0,0,1,False,False,False,False,False,False,0
0,40.0,0,10.379091353199804,21104.0,106870.0,0,8,29,3610.0,4,5,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,39.0,0,12.0,49652.0,208319.0,1,4,46,10370.0,6,2,0.0,0,1,10.0,1,0,0,0,1,False,False,False,False,False,False,0
0,49.0,0,7.0,56462.0,173487.0,1,5,39,22720.0,13,0,5495.0,1,5,10.0,1,0,0,0,1,False,False,False,False,False,False,0
0,51.0,0,11.0,8260.0,124947.0,4,6,31,15620.0,6,0,0.0,0,1,9.0,0,1,0,1,0,False,False,False,False,False,False,0
0,57.0,0,13.0,196889.0,484353.0,2,5,42,43250.0,1,1,9784.0,2,6,15.0,0,1,0,1,0,False,False,False,False,False,False,0
0,50.0,0,10.0,45620.0,170796.0,1,4,20,14790.0,4,5,0.0,0,1,5.0,1,0,0,0,1,False,False,False,False,False,False,0
0,26.0,3,15.0,69789.0,206181.0,4,4,37,11770.0,1,5,2960.0,3,5,7.0,1,0,0,0,1,False,False,False,False,False,False,0
0,43.0,0,13.0,45355.0,151271.0,0,8,12,10340.0,1,5,0.0,0,0,1.0,1,0,1,0,1,False,False,False,False,False,False,0
0,40.0,0,12.0,43072.0,120442.0,4,0,38,13980.0,1,0,0.0,0,0,1.0,1,0,1,0,1,False,False,False,False,False,False,0
0,45.0,2,15.0,135768.0,347575.0,2,7,22,19580.0,1,4,8176.0,2,6,15.0,1,0,0,1,0,False,False,False,False,False,False,0
0,34.0,1,11.0,60324.26537698413,0.0,2,4,22,20490.0,4,3,0.0,0,0,18.0,0,1,0,0,1,False,False,False,False,False,False,0
0,40.0,2,14.0,23095.0,140824.0,0,0,19,7810.0,1,0,5128.0,2,1,8.183399602385686,1,0,0,0,1,False,False,False,False,False,False,0
0,41.0,0,9.0,173557.0,450715.0,2,7,34,22960.0,7,1,5447.0,3,0,15.0,0,1,0,1,0,False,False,False,False,False,False,0
0,41.0,3,12.0,62943.0,229852.0,4,0,28,27820.0,1,0,0.0,0,2,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,40.0,3,9.0,17372.0,107484.0,4,0,33,7240.0,6,5,20134.0,2,3,1.0,1,0,0,0,1,False,False,False,False,False,False,0
1,43.0,2,15.0,58025.0,211109.0,1,0,16,28840.0,6,1,0.0,0,0,8.0,1,0,0,1,0,False,False,False,False,False,False,0
1,60.0,2,17.0,52002.0,242854.0,2,7,5,28140.0,4,1,0.0,0,0,12.0,0,1,0,1,0,False,False,False,False,False,False,0
0,52.0,0,11.0,41408.0,199056.0,1,0,32,5640.0,4,5,0.0,0,0,10.0,0,1,1,0,1,False,False,False,False,False,False,0
0,44.0,0,11.0,38988.0,152614.0,0,2,11,5700.0,6,5,525.0,1,1,1.0,0,1,0,0,1,False,False,False,False,False,False,0
1,41.0,3,13.0,257.0,0.0,0,2,14,5630.0,4,5,7902.0,1,5,1.0,0,1,1,0,1,False,False,False,False,False,False,0
0,41.0,2,14.0,146370.0,381878.0,4,4,34,20420.0,7,0,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,56.0,0,12.0,17546.0,0.0,1,2,20,27740.0,4,2,0.0,0,0,7.0,0,1,1,0,1,False,False,False,False,False,False,0
2,42.0,3,12.0,62386.0,202871.0,1,5,19,11940.0,4,0,39058.0,2,6,9.0,1,0,0,0,1,False,False,False,False,False,False,0
1,42.0,2,12.0,38504.0,172963.0,4,8,34,21600.0,1,0,0.0,0,1,5.0,1,0,0,1,0,False,False,False,False,False,False,0
0,26.0,0,9.0,24722.0,0.0,0,0,31,7900.0,4,5,1320.0,2,10,4.0,0,1,0,0,1,False,False,False,False,False,False,0
0,22.0,2,0.0,0.0,0.0,3,2,47,13000.0,6,5,7191.0,1,0,11.0,1,0,0,0,1,False,False,False,False,False,False,0
0,50.0,0,0.0,0.0,56441.0,4,2,16,12460.0,4,5,0.0,0,2,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,50.0,0,12.0,134293.0,351880.0,2,3,43,15890.0,1,0,0.0,0,0,23.0,1,0,0,0,1,False,False,False,False,False,False,0
0,45.0,1,11.0,73543.0,225263.0,2,7,46,17860.0,6,4,0.0,0,2,12.0,1,0,0,1,0,False,False,False,False,False,False,0
0,50.0,0,13.0,36504.0,209726.0,0,8,35,15550.0,6,5,0.0,0,0,3.0,0,1,0,0,1,False,False,False,False,False,False,0
0,53.0,0,0.0,60324.26537698413,72115.0,3,2,19,6800.0,4,3,7236.0,3,4,19.0,1,0,0,0,1,False,False,False,False,False,False,0
0,64.0,0,0.0,0.0,0.0,4,6,36,8750.0,4,3,0.0,0,3,9.0,0,1,1,0,1,False,False,False,False,False,False,0
0,51.0,0,15.0,16750.0,142254.0,0,0,28,8280.0,1,2,0.0,0,0,1.0,1,0,1,0,1,False,False,False,False,False,False,0
2,40.0,3,13.0,60324.26537698413,0.0,4,6,5,6710.0,6,5,0.0,0,0,1.0,1,0,1,0,1,False,False,False,False,False,False,0
0,55.0,0,12.0,32227.0,134375.0,2,3,21,10220.0,7,5,4285.0,2,3,14.0,1,0,0,0,1,False,False,False,False,False,False,0
0,51.0,0,13.0,27450.0,115618.0,4,0,40,9340.0,1,0,0.0,0,1,1.0,1,0,1,0,1,False,False,False,False,False,False,0
